umur,gender,occupation_group,nominal,periode_transaksi
36,wanita,Marketing,615825,Kurban
32,pria,Amil,6000000,Kurban
31,pria,Pegawai Swasta,886500,Kurban
39,pria,Staff,90000,Kurban
33,pria,Wiraswasta,255000,Kurban
44,pria,Amil,2500000,Kurban
34,pria,Industri,217500,Kurban
30,pria,Konsultan,125000,Kurban
40,wanita,TNI/POLRI,397457,Kurban
35,pria,Freelancer,500001,Kurban
47,pria,Konsultan,500000,Kurban
31,wanita,Staff,100000,Kurban
33,wanita,Staff,162180,Kurban
49,pria,Amil,2500000,Kurban
33,wanita,Amil,100000,Kurban
50,pria,Amil,2500000,Kurban
30,pria,Akuntansi,2500000,Kurban
35,pria,Industri,225000,Kurban
37,pria,Wiraswasta,212500,Kurban
41,pria,Lainnya,665000,Kurban
32,pria,Akuntansi,385000,Kurban
34,pria,Industri,460000,Kurban
29,wanita,Lainnya,225000,Kurban
30,wanita,Lainnya,272500,Kurban
31,pria,Industri,173800,Kurban
46,pria,Akuntansi,5000000,Kurban
33,pria,Energi,764800,Kurban
32,pria,Lainnya,361113,Kurban
37,pria,PNS,125000,Kurban
37,pria,PNS,115000,Kurban
47,pria,Industri,1000000,Kurban
41,pria,Lainnya,897782,Kurban
40,pria,Amil,2500000,Kurban
35,pria,Lainnya,500000,Kurban
31,pria,PNS,215000,Kurban
51,pria,Lainnya,944320,Kurban
59,pria,Pegawai Swasta,4100000,Kurban
28,wanita,Industri,475000,Kurban
47,pria,Industri,2000000,Kurban
41,wanita,Lainnya,547408,Kurban
31,pria,Lainnya,382589,Kurban
39,pria,Staff,80200,Kurban
38,pria,IT,500000,Kurban
34,wanita,Konsultan,500000,Kurban
29,wanita,Lainnya,779254,Kurban
32,pria,Lainnya,551536,Kurban
39,pria,Amil,50000,Kurban
34,pria,Lainnya,362363,Kurban
54,pria,Industri,2700000,Kurban
80,pria,Amil,5000000,Kurban
32,pria,PNS,390000,Kurban
31,wanita,IT,1000000,Kurban
34,pria,Lainnya,362363,Kurban
32,pria,Kesehatan,292000,Kurban
35,pria,Freelancer,100000,Kurban
51,pria,Teknisi,388000,Kurban
35,pria,Freelancer,35001,Kurban
51,pria,Pegawai Swasta,350000,Kurban
35,pria,Freelancer,350001,Kurban
33,wanita,Akuntansi,500000,Kurban
39,pria,Staff,72500,Kurban
34,wanita,PNS,761000,Kurban
37,wanita,Pegawai Swasta,250000,Kurban
27,wanita,Lainnya,50000,Kurban
28,pria,PNS,124410,Kurban
28,pria,PNS,166418,Kurban
73,pria,Dokter,4400000,Kurban
35,pria,Freelancer,123456,Kurban
46,pria,PNS,257623,Kurban
35,pria,Lainnya,100000,Kurban
37,pria,Teknisi,175000,Kurban
44,wanita,Marketing,2500000,Kurban
32,wanita,Staff,550000,Kurban
46,pria,PNS,84383,Kurban
45,wanita,Staff,84383,Kurban
48,pria,PNS,93578,Kurban
45,pria,Amil,2500000,Kurban
31,pria,Staff,300000,Kurban
56,pria,Amil,2500001,Kurban
54,pria,PNS,6000000,Kurban
35,pria,Industri,100000,Kurban
46,pria,Konsultan,500000,Kurban
31,pria,Amil,249225,Kurban
39,pria,Amil,825000,Kurban
48,pria,Amil,220070,Kurban
45,pria,Amil,256460,Kurban
32,wanita,Amil,263623,Kurban
31,wanita,Amil,203014,Kurban
31,pria,Amil,272710,Kurban
39,wanita,Amil,450000,Kurban
37,pria,Amil,550000,Kurban
45,pria,Amil,550000,Kurban
31,pria,Amil,246399,Kurban
69,pria,Amil,2500000,Kurban
36,wanita,Amil,242654,Kurban
48,pria,Amil,450000,Kurban
40,pria,Amil,600000,Kurban
34,wanita,Amil,170221,Kurban
80,pria,Amil,1237500,Kurban
52,pria,Amil,189250,Kurban
45,pria,Amil,2500000,Kurban
45,pria,Amil,575000,Kurban
45,wanita,Amil,575000,Kurban
41,pria,Amil,184761,Kurban
35,pria,Amil,500000,Kurban
48,pria,Amil,221038,Kurban
41,pria,Amil,175750,Kurban
41,wanita,Amil,575000,Kurban
33,wanita,Amil,2500001,Kurban
31,pria,Amil,170681,Kurban
48,pria,Amil,312784,Kurban
31,wanita,Amil,171980,Kurban
50,pria,Amil,750000,Kurban
33,pria,Amil,475000,Kurban
42,pria,Amil,375000,Kurban
31,wanita,Amil,202917,Kurban
30,pria,Amil,2500000,Kurban
39,pria,Amil,475000,Kurban
39,wanita,Amil,587500,Kurban
33,wanita,Amil,2200000,Kurban
37,pria,Amil,2500001,Kurban
35,pria,Amil,258395,Kurban
33,wanita,Amil,450000,Kurban
32,pria,Amil,190365,Kurban
36,pria,Amil,587500,Kurban
40,pria,Amil,172263,Kurban
48,pria,Amil,219976,Kurban
29,pria,Amil,181330,Kurban
45,pria,Amil,550000,Kurban
56,pria,Amil,1250000,Kurban
37,pria,Amil,256092,Kurban
33,wanita,Lainnya,25000,Kurban
34,pria,Industri,90000,Kurban
47,pria,Amil,575000,Kurban
35,pria,Pegawai Swasta,387500,Kurban
36,pria,Amil,226760,Kurban
51,pria,Amil,167472,Kurban
51,wanita,Amil,500000,Kurban
62,wanita,Amil,800000,Kurban
36,pria,Amil,375000,Kurban
44,pria,Amil,375000,Kurban
46,pria,PNS,537500,Kurban
40,pria,Amil,2500000,Kurban
47,pria,Amil,280833,Kurban
47,pria,Amil,344074,Kurban
39,pria,Amil,2500001,Kurban
34,pria,Amil,255174,Kurban
30,pria,Amil,181019,Kurban
44,pria,Amil,825000,Kurban
39,pria,Amil,209171,Kurban
46,pria,Amil,175305,Kurban
39,pria,Amil,2500001,Kurban
42,pria,Amil,2500000,Kurban
39,pria,Amil,2500001,Kurban
35,pria,Amil,375000,Kurban
31,pria,Amil,190365,Kurban
62,wanita,Amil,2500000,Kurban
30,pria,Amil,587500,Kurban
28,pria,Amil,244514,Kurban
49,pria,Amil,875000,Kurban
31,pria,Amil,190645,Kurban
69,pria,Amil,475000,Kurban
40,pria,Amil,575000,Kurban
54,pria,Amil,176799,Kurban
35,pria,Freelancer,100001,Kurban
41,pria,Amil,600000,Kurban
37,wanita,Amil,240055,Kurban
40,pria,Amil,168612,Kurban
35,pria,Amil,375000,Kurban
37,pria,Konsultan,2200000,Kurban
41,wanita,Amil,2500002,Kurban
35,pria,Amil,2500001,Kurban
39,wanita,Amil,2500001,Kurban
30,wanita,PNS,217090,Kurban
45,pria,Amil,2200000,Kurban
46,pria,PNS,2500000,Kurban
44,pria,Amil,2500000,Kurban
69,pria,Akuntansi,500000,Kurban
28,pria,Amil,2500001,Kurban
49,pria,Kesehatan,2000000,Kurban
53,wanita,Lainnya,50000000,Kurban
39,pria,Amil,50000,Kurban
39,wanita,Akuntansi,50000,Kurban
54,pria,PNS,17500000,Kurban
56,pria,Amil,2500001,Kurban
33,pria,Konsultan,206461,Kurban
36,pria,Amil,2500001,Kurban
59,pria,Marketing,2500000,Kurban
33,pria,Konsultan,2500000,Kurban
39,pria,Staff,82250,Reguler
34,pria,TNI/POLRI,200000,Reguler
45,pria,PNS,1500000,Reguler
72,pria,PNS,2058000,Reguler
55,pria,Lainnya,1079689,Reguler
39,pria,Akuntansi,369868,Reguler
46,wanita,Akuntansi,266703,Reguler
31,pria,Staff,256754,Reguler
27,wanita,Amil,100001,Reguler
27,wanita,Lainnya,200000,Reguler
34,pria,Konsultan,350000,Reguler
33,pria,Lainnya,200336,Reguler
48,pria,Konsultan,936450,Reguler
34,pria,Industri,100000,Reguler
46,pria,Transportasi,500000,Reguler
39,pria,Industri,50000,Reguler
39,pria,Industri,200000,Reguler
36,pria,PNS,723685,Reguler
31,pria,PNS,20000,Reguler
35,pria,Lainnya,50000,Reguler
37,wanita,Auditor,50000,Reguler
36,pria,PNS,565543,Reguler
39,wanita,Akuntansi,50000,Reguler
33,pria,Wiraswasta,343000,Reguler
37,pria,Amil,550000,Reguler
45,pria,Amil,575000,Reguler
45,pria,Amil,256460,Reguler
31,pria,Amil,249225,Reguler
34,wanita,Amil,170221,Reguler
41,pria,Lainnya,653000,Reguler
32,pria,Amil,190365,Reguler
30,pria,Amil,181019,Reguler
37,wanita,Amil,240055,Reguler
52,pria,Lainnya,1550000,Reguler
33,pria,Konsultan,204501,Reguler
37,pria,Amil,256092,Reguler
35,pria,Amil,258395,Reguler
32,wanita,Amil,263623,Reguler
80,pria,Amil,1237500,Reguler
45,pria,Amil,550000,Reguler
31,pria,Amil,246399,Reguler
31,pria,Amil,272710,Reguler
52,pria,Amil,189250,Reguler
31,wanita,Konsultan,250000,Reguler
44,pria,Industri,800000,Reguler
39,pria,Amil,825000,Reguler
47,pria,IT,300000,Reguler
31,wanita,Amil,203014,Reguler
69,pria,Amil,475000,Reguler
72,pria,PNS,5000000,Reguler
39,wanita,Amil,587500,Reguler
45,wanita,Amil,575000,Reguler
48,pria,Amil,221038,Reguler
42,pria,Amil,375000,Reguler
31,wanita,Amil,171980,Reguler
39,pria,Amil,475000,Reguler
40,pria,Amil,575000,Reguler
29,pria,Amil,181330,Reguler
56,pria,Amil,1250000,Reguler
62,wanita,Amil,800000,Reguler
47,pria,Amil,575000,Reguler
45,pria,Amil,550000,Reguler
41,pria,Amil,175750,Reguler
31,pria,Amil,190365,Reguler
34,pria,Amil,255174,Reguler
39,wanita,Amil,450000,Reguler
31,wanita,Konsultan,250000,Reguler
54,pria,Amil,176799,Reguler
31,wanita,Amil,202917,Reguler
40,pria,Amil,168612,Reguler
28,pria,Amil,244514,Reguler
47,pria,Amil,280833,Reguler
46,wanita,PNS,184068,Reguler
33,wanita,Amil,450000,Reguler
44,pria,Amil,375000,Reguler
48,pria,Amil,450000,Reguler
48,pria,Amil,219976,Reguler
48,pria,Amil,220070,Reguler
33,pria,Amil,50000,Reguler
36,pria,Amil,375000,Reguler
49,pria,Amil,875000,Reguler
34,pria,Konsultan,200000,Reguler
35,pria,Amil,375000,Reguler
35,pria,Amil,375000,Reguler
44,pria,Amil,825000,Reguler
51,wanita,Amil,500000,Reguler
39,pria,Amil,209171,Reguler
31,pria,Amil,190645,Reguler
40,pria,Amil,600000,Reguler
30,pria,Amil,587500,Reguler
41,pria,Amil,184761,Reguler
46,pria,Amil,175305,Reguler
38,pria,Energi,1500000,Reguler
36,wanita,Amil,242654,Reguler
40,pria,Amil,172263,Reguler
36,pria,Amil,587500,Reguler
32,pria,Akuntansi,135000,Reguler
35,pria,Amil,500000,Reguler
31,pria,Amil,170681,Reguler
51,pria,Amil,167472,Reguler
47,pria,Amil,344074,Reguler
41,wanita,Amil,575000,Reguler
46,pria,PNS,537500,Reguler
50,pria,Amil,750000,Reguler
35,pria,Pegawai Swasta,387500,Reguler
33,pria,Amil,475000,Reguler
36,pria,Amil,226763,Reguler
36,pria,Amil,152887,Reguler
48,pria,Amil,312784,Reguler
41,pria,Amil,600000,Reguler
34,pria,Industri,365000,Reguler
34,pria,Marketing,450000,Reguler
36,pria,Pegawai Swasta,140000,Reguler
31,pria,Staff,100000,Reguler
32,pria,Akuntansi,385000,Reguler
35,pria,Teknisi,150000,Reguler
34,pria,Industri,217500,Reguler
34,pria,Transportasi,1632000,Reguler
36,wanita,Freelancer,590000,Reguler
47,pria,Amil,15000,Reguler
29,wanita,Lainnya,300000,Reguler
59,pria,Pegawai Swasta,3500000,Reguler
32,pria,Amil,6000000,Reguler
48,pria,Industri,340000,Reguler
36,wanita,Marketing,615826,Reguler
55,pria,PNS,2450000,Reguler
30,wanita,PNS,390000,Reguler
30,pria,PNS,1126250,Reguler
53,pria,PNS,382000,Reguler
33,pria,PNS,360000,Reguler
42,pria,PNS,1000000,Reguler
33,wanita,PNS,550000,Reguler
39,pria,PNS,1522284,Reguler
33,wanita,PNS,6250000,Reguler
39,wanita,PNS,64865,Reguler
30,wanita,PNS,365000,Reguler
53,pria,PNS,110000,Reguler
33,wanita,PNS,550000,Reguler
42,pria,PNS,1000000,Reguler
39,pria,PNS,1022284,Reguler
30,wanita,PNS,340000,Reguler
38,pria,PNS,150000,Reguler
33,pria,PNS,325000,Reguler
42,pria,PNS,1000000,Reguler
39,pria,PNS,1022284,Reguler
33,wanita,PNS,550000,Reguler
38,pria,PNS,200000,Reguler
53,pria,PNS,110000,Reguler
30,wanita,PNS,365000,Reguler
52,pria,PNS,13700000,Reguler
53,pria,PNS,112000,Ramadhan
42,pria,PNS,1000000,Ramadhan
33,wanita,PNS,550000,Ramadhan
39,pria,PNS,1022284,Ramadhan
54,pria,PNS,17000000,Ramadhan
46,pria,PNS,180000,Ramadhan
46,pria,PNS,20000,Ramadhan
32,wanita,PNS,1116382,Ramadhan
51,pria,PNS,3000000,Ramadhan
38,pria,PNS,200000,Ramadhan
30,wanita,PNS,365000,Ramadhan
35,pria,PNS,180000,Ramadhan
39,pria,PNS,522284,Ramadhan
35,pria,PNS,4000000,Ramadhan
30,pria,PNS,1490600,Ramadhan
54,pria,PNS,500000,Ramadhan
37,pria,PNS,360000,Ramadhan
42,pria,PNS,180000,Ramadhan
42,pria,PNS,320000,Ramadhan
35,pria,PNS,180000,Ramadhan
33,pria,PNS,680000,Ramadhan
53,pria,PNS,45000,Ramadhan
36,pria,PNS,2500000,Ramadhan
30,wanita,PNS,220000,Ramadhan
30,wanita,PNS,45000,Ramadhan
53,pria,PNS,350000,Reguler
39,pria,PNS,1022284,Reguler
42,pria,PNS,1000000,Reguler
33,wanita,PNS,550000,Reguler
30,wanita,PNS,350000,Reguler
38,pria,PNS,150000,Reguler
38,pria,PNS,250000,Reguler
53,pria,PNS,112000,Reguler
42,pria,PNS,1000000,Reguler
39,pria,PNS,1022284,Reguler
38,pria,PNS,130918,Reguler
33,wanita,PNS,550000,Kurban
38,pria,PNS,142543,Kurban
38,pria,PNS,123700,Kurban
38,pria,PNS,10000,Kurban
38,pria,PNS,247400,Kurban
30,wanita,PNS,370000,Kurban
36,pria,PNS,10000,Kurban
30,wanita,PNS,570000,Kurban
39,pria,PNS,1875000,Kurban
38,pria,PNS,101533,Kurban
32,wanita,PNS,866647,Kurban
38,pria,PNS,189125,Kurban
38,pria,PNS,37188,Kurban
36,pria,PNS,25000,Kurban
30,pria,PNS,1600500,Kurban
33,pria,PNS,2250000,Kurban
53,pria,PNS,344000,Reguler
42,pria,PNS,1000000,Reguler
38,pria,PNS,155918,Reguler
39,pria,PNS,1022284,Reguler
30,wanita,PNS,335000,Reguler
33,wanita,PNS,550000,Reguler
38,pria,PNS,200000,Reguler
53,pria,PNS,334000,Reguler
42,pria,PNS,1000000,Reguler
39,pria,PNS,1022284,Reguler
38,pria,PNS,491834,Reguler
46,wanita,PNS,78485,Reguler
52,pria,PNS,103778,Reguler
50,pria,PNS,100610,Reguler
53,pria,PNS,102703,Reguler
39,pria,PNS,1752284,Reguler
37,pria,PNS,450000,Reguler
30,wanita,PNS,355000,Reguler
38,pria,PNS,200000,Reguler
33,pria,PNS,350000,Reguler
30,pria,PNS,975250,Reguler
53,pria,PNS,110000,Reguler
42,pria,PNS,1000000,Reguler
42,pria,PNS,1000000,Reguler
38,pria,PNS,452254,Reguler
50,pria,PNS,100610,Reguler
53,pria,PNS,102703,Reguler
52,pria,PNS,103778,Reguler
30,wanita,PNS,355000,Reguler
46,wanita,PNS,78485,Reguler
39,pria,PNS,1022284,Reguler
32,wanita,PNS,1086357,Reguler
37,pria,PNS,450000,Reguler
38,pria,PNS,200000,Reguler
30,pria,PNS,390750,Reguler
53,pria,PNS,110000,Reguler
33,pria,PNS,350000,Reguler
38,pria,PNS,491834,Reguler
42,pria,PNS,1000000,Reguler
39,pria,PNS,1022284,Reguler
30,wanita,PNS,365000,Reguler
30,pria,PNS,339250,Reguler
53,pria,PNS,110000,Reguler
33,pria,PNS,350000,Reguler
42,pria,PNS,1000000,Reguler
39,pria,PNS,1022284,Reguler
30,wanita,PNS,365000,Reguler
38,pria,PNS,200000,Reguler
33,pria,PNS,350000,Reguler
53,pria,PNS,383000,Reguler
42,pria,PNS,1000000,Reguler
39,pria,PNS,1022284,Reguler
33,wanita,PNS,550000,Reguler
42,pria,PNS,1000000,Reguler
39,pria,PNS,1022284,Reguler
38,pria,PNS,150000,Reguler
33,pria,PNS,650000,Reguler
37,pria,PNS,450000,Reguler
42,pria,PNS,1677605,Reguler
58,pria,PNS,357573,Reguler
56,wanita,PNS,566908,Reguler
60,wanita,PNS,250000,Reguler
34,pria,PNS,149448,Reguler
32,pria,PNS,141295,Reguler
38,pria,PNS,207693,Reguler
44,pria,PNS,352295,Reguler
60,wanita,PNS,634555,Reguler
60,pria,PNS,511363,Reguler
59,pria,PNS,360565,Reguler
37,wanita,PNS,141295,Reguler
30,wanita,PNS,310000,Reguler
58,pria,PNS,588783,Reguler
50,wanita,PNS,239630,Reguler
35,wanita,PNS,20000,Reguler
56,wanita,PNS,183093,Reguler
37,wanita,PNS,224330,Reguler
35,wanita,PNS,171298,Reguler
54,wanita,PNS,295300,Reguler
41,pria,PNS,216968,Reguler
36,pria,PNS,2200000,Reguler
53,pria,PNS,110000,Reguler
42,pria,PNS,1000000,Reguler
50,pria,PNS,100610,Reguler
46,wanita,PNS,78485,Reguler
53,pria,PNS,102703,Reguler
39,pria,PNS,1522284,Reguler
52,pria,PNS,103778,Reguler
37,pria,PNS,450000,Reguler
33,wanita,PNS,500000,Reguler
38,pria,PNS,300000,Reguler
28,pria,PNS,240000,Reguler
33,pria,PNS,350000,Reguler
55,pria,PNS,1575000,Reguler
53,pria,PNS,102703,Reguler
46,wanita,PNS,78485,Reguler
50,pria,PNS,100610,Reguler
52,pria,PNS,103778,Reguler
30,wanita,PNS,310000,Reguler
42,pria,PNS,1000000,Reguler
30,wanita,PNS,310000,Reguler
39,pria,PNS,1022284,Reguler
37,pria,PNS,450000,Reguler
32,wanita,PNS,1928231,Reguler
38,pria,PNS,325000,Reguler
42,pria,PNS,1500000,Reguler
34,wanita,PNS,617000,Reguler
30,wanita,PNS,280000,Reguler
33,pria,PNS,1350000,Reguler
56,wanita,PNS,183093,Reguler
58,pria,PNS,357573,Reguler
34,pria,PNS,149448,Reguler
41,pria,PNS,216968,Reguler
59,pria,PNS,360565,Reguler
35,wanita,PNS,20000,Reguler
44,pria,PNS,352295,Reguler
56,wanita,PNS,566908,Reguler
60,wanita,PNS,250000,Reguler
37,wanita,PNS,141295,Reguler
54,wanita,PNS,295300,Reguler
37,wanita,PNS,224330,Reguler
60,pria,PNS,511363,Reguler
35,wanita,PNS,171298,Reguler
60,wanita,PNS,634555,Reguler
58,pria,PNS,588783,Reguler
38,pria,PNS,207693,Reguler
52,pria,PNS,6000000,Reguler
30,pria,PNS,1703500,Reguler
31,wanita,PNS,500000,Reguler
53,pria,PNS,102703,Reguler
42,pria,PNS,1000000,Reguler
50,pria,PNS,100610,Reguler
49,pria,PNS,3000000,Reguler
52,pria,PNS,103778,Reguler
46,wanita,PNS,78485,Reguler
39,pria,PNS,2022284,Reguler
33,wanita,PNS,550000,Reguler
37,pria,PNS,450000,Ramadhan
54,wanita,PNS,1500000,Ramadhan
28,pria,PNS,260000,Ramadhan
32,wanita,PNS,534626,Ramadhan
38,pria,PNS,325000,Ramadhan
54,pria,PNS,641134,Ramadhan
35,pria,PNS,2000000,Ramadhan
38,pria,PNS,2850000,Ramadhan
42,pria,PNS,315000,Ramadhan
37,pria,PNS,315000,Ramadhan
35,pria,PNS,180000,Ramadhan
55,pria,PNS,205000,Ramadhan
33,pria,PNS,500000,Ramadhan
55,pria,PNS,180000,Ramadhan
26,pria,PNS,2000000,Ramadhan
30,pria,PNS,455000,Ramadhan
42,pria,PNS,180000,Ramadhan
36,pria,PNS,1740000,Ramadhan
35,pria,PNS,180000,Ramadhan
39,pria,PNS,1522284,Ramadhan
38,pria,PNS,2424370,Ramadhan
38,pria,PNS,4750015,Ramadhan
30,wanita,PNS,500000,Ramadhan
30,wanita,PNS,310000,Ramadhan
30,wanita,PNS,500000,Ramadhan
30,wanita,PNS,200000,Ramadhan
30,wanita,PNS,252000,Ramadhan
30,wanita,PNS,1500000,Ramadhan
37,pria,PNS,450000,Ramadhan
31,pria,PNS,45000,Ramadhan
42,pria,PNS,15000000,Ramadhan
42,pria,PNS,1000000,Ramadhan
53,pria,PNS,45000,Ramadhan
32,wanita,PNS,1183782,Ramadhan
42,pria,PNS,500000,Reguler
33,wanita,PNS,925000,Reguler
38,pria,PNS,468805,Reguler
33,wanita,PNS,6500000,Reguler
46,wanita,PNS,78485,Reguler
52,pria,PNS,103778,Reguler
50,pria,PNS,100610,Reguler
53,pria,PNS,102703,Reguler
33,pria,PNS,350000,Reguler
39,pria,PNS,1022284,Reguler
30,wanita,PNS,355000,Reguler
42,pria,PNS,1000000,Reguler
38,pria,PNS,474355,Reguler
38,pria,PNS,150000,Reguler
42,pria,PNS,1000000,Reguler
42,pria,PNS,1000000,Reguler
42,pria,PNS,1000000,Kurban
33,wanita,PNS,182500,Kurban
30,pria,PNS,654000,Kurban
37,pria,PNS,450000,Kurban
55,pria,PNS,2655000,Kurban
33,pria,PNS,350000,Kurban
53,pria,PNS,110000,Kurban
33,wanita,PNS,550000,Kurban
42,pria,PNS,1000000,Kurban
32,wanita,PNS,535505,Kurban
39,pria,PNS,1522284,Kurban
50,pria,PNS,100610,Kurban
46,wanita,PNS,78485,Kurban
37,pria,PNS,450000,Kurban
52,pria,PNS,103778,Kurban
53,pria,PNS,102703,Kurban
38,pria,PNS,325000,Kurban
30,wanita,PNS,525000,Kurban
38,pria,PNS,770488,Reguler
33,pria,PNS,520000,Reguler
38,pria,PNS,1205000,Reguler
44,pria,PNS,998652,Reguler
44,pria,PNS,564153,Reguler
44,pria,PNS,562203,Reguler
44,pria,PNS,550678,Ramadhan
38,pria,PNS,45000,Ramadhan
51,pria,PNS,2000000,Ramadhan
33,pria,PNS,652725,Ramadhan
38,pria,PNS,964000,Ramadhan
51,pria,PNS,1500000,Ramadhan
33,pria,PNS,1072950,Reguler
44,pria,PNS,598078,Reguler
51,pria,PNS,1400000,Reguler
33,pria,PNS,601725,Reguler
44,pria,PNS,560253,Reguler
44,pria,PNS,560253,Reguler
33,pria,PNS,942450,Reguler
51,pria,PNS,1700000,Kurban
44,pria,PNS,773078,Kurban
33,pria,PNS,601725,Kurban
51,pria,PNS,1400000,Reguler
44,pria,PNS,3419150,Reguler
51,pria,PNS,1300000,Reguler
44,pria,PNS,1570003,Reguler
44,pria,PNS,1570003,Reguler
35,pria,PNS,150000,Reguler
38,pria,PNS,872000,Reguler
35,pria,PNS,100000,Reguler
51,pria,PNS,1500000,Reguler
35,pria,PNS,100000,Reguler
38,pria,PNS,438000,Reguler
44,pria,PNS,1847675,Reguler
44,pria,PNS,1847675,Reguler
38,pria,PNS,677000,Reguler
38,pria,PNS,505000,Reguler
44,pria,PNS,551503,Reguler
44,pria,PNS,551503,Reguler
51,pria,PNS,1500000,Reguler
38,pria,PNS,464542,Reguler
44,pria,PNS,564428,Reguler
44,pria,PNS,564428,Reguler
44,pria,PNS,676928,Reguler
44,pria,PNS,609303,Reguler
51,pria,PNS,2500000,Reguler
44,pria,PNS,530078,Reguler
33,pria,PNS,527075,Reguler
51,pria,PNS,1000000,Reguler
33,pria,PNS,527050,Reguler
51,pria,PNS,1500000,Reguler
33,pria,PNS,558675,Reguler
44,pria,PNS,554028,Reguler
44,pria,PNS,554028,Reguler
51,pria,PNS,1500000,Ramadhan
51,pria,PNS,1300000,Ramadhan
38,pria,PNS,431602,Ramadhan
44,pria,PNS,583503,Ramadhan
44,pria,PNS,583503,Ramadhan
33,pria,PNS,3102000,Ramadhan
33,pria,PNS,180000,Ramadhan
51,pria,PNS,1300000,Reguler
44,pria,PNS,536578,Reguler
44,pria,PNS,536578,Reguler
30,pria,PNS,1000000,Reguler
38,pria,PNS,2500000,Kurban
51,pria,PNS,3000000,Kurban
51,pria,PNS,1300000,Kurban
44,pria,PNS,599403,Kurban
51,pria,PNS,2500000,Kurban
33,pria,Wiraswasta,681200,Reguler
34,pria,Wiraswasta,750000,Reguler
32,wanita,Wiraswasta,199547,Reguler
34,pria,Wiraswasta,385000,Reguler
33,pria,Wiraswasta,634600,Reguler
34,pria,Wiraswasta,185000,Reguler
32,wanita,Wiraswasta,199457,Reguler
32,wanita,Wiraswasta,300543,Reguler
33,pria,Wiraswasta,634600,Reguler
32,wanita,Wiraswasta,300543,Reguler
32,wanita,Wiraswasta,199457,Reguler
34,pria,Wiraswasta,425000,Reguler
34,pria,Wiraswasta,515000,Reguler
33,pria,Wiraswasta,2146100,Ramadhan
34,pria,Wiraswasta,900000,Ramadhan
36,wanita,Wiraswasta,135000,Ramadhan
32,wanita,Wiraswasta,191982,Ramadhan
24,wanita,Wiraswasta,50000,Ramadhan
35,pria,Wiraswasta,2300000,Ramadhan
24,wanita,Wiraswasta,15000,Ramadhan
24,wanita,Wiraswasta,15000,Ramadhan
43,pria,Wiraswasta,2500000,Ramadhan
33,wanita,Wiraswasta,180000,Ramadhan
33,pria,Wiraswasta,1266500,Ramadhan
39,pria,Wiraswasta,90000,Ramadhan
34,pria,Wiraswasta,425000,Reguler
32,wanita,Wiraswasta,191982,Reguler
32,wanita,Wiraswasta,308018,Reguler
34,pria,Wiraswasta,450000,Reguler
33,pria,Wiraswasta,675000,Reguler
32,wanita,Wiraswasta,308018,Reguler
32,wanita,Wiraswasta,191982,Reguler
33,pria,Wiraswasta,759700,Kurban
34,pria,Wiraswasta,2100000,Kurban
34,pria,Wiraswasta,225000,Reguler
34,pria,Wiraswasta,410000,Reguler
32,wanita,Wiraswasta,199457,Reguler
32,wanita,Wiraswasta,300543,Reguler
34,pria,Wiraswasta,125000,Reguler
34,pria,Wiraswasta,350000,Reguler
33,pria,Wiraswasta,522500,Reguler
32,wanita,Wiraswasta,199457,Reguler
32,wanita,Wiraswasta,300543,Reguler
33,pria,Wiraswasta,518300,Reguler
34,pria,Wiraswasta,425000,Reguler
32,wanita,Wiraswasta,199457,Reguler
32,wanita,Wiraswasta,300543,Reguler
34,pria,Wiraswasta,675000,Reguler
33,pria,Wiraswasta,640100,Reguler
33,pria,Wiraswasta,626400,Reguler
32,wanita,Wiraswasta,300543,Reguler
32,wanita,Wiraswasta,199457,Reguler
34,pria,Wiraswasta,250000,Reguler
34,pria,Wiraswasta,425000,Reguler
33,pria,Wiraswasta,466000,Reguler
32,wanita,Wiraswasta,288123,Reguler
34,pria,Wiraswasta,250000,Reguler
33,pria,Wiraswasta,466000,Reguler
32,wanita,Wiraswasta,288123,Reguler
32,wanita,Wiraswasta,211877,Reguler
33,pria,Wiraswasta,1101000,Reguler
34,pria,Wiraswasta,275000,Reguler
32,wanita,Wiraswasta,199456,Reguler
32,wanita,Wiraswasta,300543,Reguler
47,pria,Wiraswasta,15000000,Ramadhan
33,pria,Wiraswasta,1005000,Ramadhan
39,pria,Wiraswasta,90000,Ramadhan
41,pria,Wiraswasta,350000,Ramadhan
32,wanita,Wiraswasta,199457,Ramadhan
33,wanita,Wiraswasta,90000,Ramadhan
36,pria,Wiraswasta,750000,Ramadhan
35,pria,Wiraswasta,90000,Ramadhan
33,pria,Wiraswasta,518300,Reguler
34,pria,Wiraswasta,450000,Reguler
32,wanita,Wiraswasta,300543,Reguler
32,wanita,Wiraswasta,199457,Reguler
33,pria,Wiraswasta,518300,Kurban
34,pria,Wiraswasta,750000,Kurban
32,wanita,Wiraswasta,199457,Kurban
32,wanita,Wiraswasta,300543,Kurban
33,pria,Wiraswasta,518300,Reguler
34,pria,Wiraswasta,2050000,Reguler
34,pria,Konsultan,1100000,Reguler
31,pria,Konsultan,332627,Reguler
31,pria,Konsultan,332627,Reguler
34,pria,Konsultan,1100000,Reguler
31,pria,Konsultan,332627,Reguler
34,pria,Konsultan,1500000,Reguler
31,pria,Konsultan,332627,Reguler
34,pria,Konsultan,1500000,Ramadhan
31,pria,Konsultan,333611,Ramadhan
34,pria,Konsultan,4500000,Ramadhan
